ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,Age_Group,major_city,state
2735,56,31,64,94126,4,0.9,1,0,0,0,0,1,0,50-59,San Francisco,CA
2736,36,12,70,92131,3,2.6,2,165,0,0,0,1,0,30-39,San Diego,CA
2737,53,29,12,95621,1,0.3,1,0,0,0,0,0,0,50-59,Citrus Heights,CA
2738,57,31,159,94577,2,0.5,1,0,0,0,0,0,0,50-59,San Leandro,CA
2739,35,9,103,95120,2,4.5,3,0,0,0,0,1,0,30-39,San Jose,CA
2740,43,18,42,91330,1,0.3,3,0,0,0,0,1,0,40-49,Northridge,CA
2741,54,29,48,92182,2,2.1,3,142,0,0,0,1,0,50-59,San Diego,CA
2742,29,3,49,90266,1,1.5,1,0,0,0,0,0,0,20-29,Manhattan Beach,CA
2743,39,14,89,95762,2,0.4,1,0,0,0,0,1,0,30-39,El Dorado Hills,CA
2744,32,8,22,94583,4,0.7,2,0,0,0,0,1,1,30-39,San Ramon,CA
2745,51,27,10,92121,2,0.2,1,86,0,0,0,0,0,50-59,San Diego,CA
2746,50,25,38,95616,1,1.3,2,120,0,0,0,0,1,50-59,Davis,CA
2747,54,29,49,92703,2,2.1,3,95,0,0,0,1,1,50-59,Santa Ana,CA
2748,38,12,30,91765,2,1.4,3,0,0,0,0,0,1,30-39,Diamond Bar,CA
2749,32,7,82,94305,1,2.6,2,240,0,0,1,1,1,30-39,Stanford,CA
2750,62,37,82,94086,1,0.8,3,312,0,0,0,1,0,60-69,Sunnyvale,CA
2751,57,33,24,94501,1,0.1,2,0,0,0,0,0,0,50-59,Alameda,CA
2752,47,23,32,92251,4,0.6,1,156,0,0,0,1,1,40-49,Imperial,CA
2753,51,25,34,95819,3,0.9,3,111,0,0,0,1,0,50-59,Sacramento,CA
2754,54,27,195,93117,2,4.75,2,477,1,0,0,0,0,50-59,Goleta,CA
2755,26,1,61,93943,4,2.2,1,119,0,0,0,0,0,20-29,Monterey,CA
2756,37,11,22,93711,3,0.1,2,0,0,0,0,1,1,30-39,Fresno,CA
2757,27,0,40,91301,4,1.0,3,0,0,0,0,1,0,20-29,Agoura Hills,CA
2758,63,38,50,93943,2,2.8,1,205,0,0,0,0,0,60-69,Monterey,CA
2759,62,36,35,94501,2,0.7,3,0,0,1,0,0,1,60-69,Alameda,CA
2760,59,33,64,95617,3,0.3,2,0,0,0,0,0,0,50-59,Davis,CA
2761,32,7,49,94080,3,2.3,1,0,0,0,0,1,0,30-39,South San Francisco,CA
2762,35,8,44,95045,4,1.0,2,192,0,0,0,0,1,30-39,San Juan Bautista,CA
2763,56,31,65,93403,2,3.7,1,0,0,0,0,1,0,50-59,San Luis Obispo,CA
2764,55,31,13,93943,4,0.7,1,0,0,0,0,1,0,50-59,Monterey,CA
2765,31,5,84,91320,1,2.9,3,105,0,0,0,0,1,30-39,Newbury Park,CA
2766,54,29,28,92093,4,0.2,2,101,0,0,0,1,0,50-59,La Jolla,CA
2767,58,32,108,95123,3,4.4,1,0,0,0,0,1,0,50-59,San Jose,CA
2768,48,24,59,90401,1,0.0,1,144,0,0,0,1,0,40-49,Santa Monica,CA
2769,48,22,163,95819,1,2.4,1,396,0,0,0,1,0,40-49,Sacramento,CA
2770,33,9,183,91320,2,8.8,3,582,1,0,0,1,0,30-39,Newbury Park,CA
2771,36,6,69,90024,4,4.0,3,0,0,0,0,1,0,30-39,Los Angeles,CA
2772,41,16,115,92333,1,7.0,1,0,0,0,0,0,0,40-49,Fawnskin,CA
2773,55,31,130,92646,4,6.5,1,0,1,0,0,0,1,50-59,Huntington Beach,CA
2774,63,37,185,94309,2,7.9,2,358,1,0,0,1,0,60-69,Palo Alto,CA
2775,53,29,118,94066,2,0.3,1,0,0,0,0,1,0,50-59,San Bruno,CA
2776,38,13,163,95039,1,4.1,1,0,0,0,0,0,0,30-39,Moss Landing,CA
2777,46,20,140,93106,2,6.3,1,380,0,0,0,1,1,40-49,Santa Barbara,CA
2778,59,33,91,94122,2,0.7,2,0,0,0,0,1,1,50-59,San Francisco,CA
2779,56,31,61,92646,4,1.3,3,0,0,0,0,1,1,50-59,Huntington Beach,CA
2780,59,35,168,95521,4,4.1,2,0,1,0,0,1,0,50-59,Arcata,CA
2781,39,13,69,90630,3,0.9,2,0,0,0,0,0,0,30-39,Cypress,CA
2782,47,21,22,92037,1,0.2,1,104,0,0,0,0,0,40-49,La Jolla,CA
2783,47,22,53,92691,1,0.3,1,213,0,0,0,0,0,40-49,Mission Viejo,CA
2784,53,26,25,92123,2,1.0,2,0,0,0,1,1,1,50-59,San Diego,CA
2785,36,9,115,91765,4,2.2,2,0,1,0,0,0,0,30-39,Diamond Bar,CA
2786,34,9,31,92521,4,1.1,3,85,0,1,1,1,1,30-39,Riverside,CA
2787,36,10,83,94705,1,2.8,3,0,0,0,0,0,1,30-39,Berkeley,CA
2788,60,34,152,92807,2,6.9,1,0,0,0,0,0,0,60-69,Anaheim,CA
2789,45,20,30,96003,1,0.1,1,0,0,0,0,1,0,40-49,Redding,CA
2790,27,3,34,90065,1,0.2,3,0,0,0,0,1,1,20-29,Los Angeles,CA
2791,47,22,44,95821,1,1.4,3,0,0,0,0,1,1,40-49,Sacramento,CA
2792,44,20,182,94710,2,7.6,1,0,0,0,0,0,0,40-49,Berkeley,CA
2793,54,30,44,95616,3,1.5,1,117,0,0,0,1,0,50-59,Davis,CA
2794,57,33,122,94301,2,6.0,1,153,0,1,1,1,1,50-59,Palo Alto,CA
2795,52,26,35,94550,4,1.8,1,0,0,0,0,1,0,50-59,Livermore,CA
2796,51,25,91,92407,1,0.8,3,0,0,0,0,0,0,50-59,San Bernardino,CA
2797,57,32,30,94024,2,2.0,2,0,0,0,0,0,0,50-59,Los Altos,CA
2798,65,39,53,94608,1,2.5,3,0,0,0,0,1,0,60-69,Emeryville,CA
2799,58,33,28,94720,1,0.3,3,0,0,0,0,1,0,50-59,Berkeley,CA
2800,64,39,85,94720,4,3.4,2,200,0,0,0,1,0,60-69,Berkeley,CA
2801,52,26,28,93907,2,0.7,2,90,0,0,0,1,1,50-59,Salinas,CA
2802,58,34,41,91016,4,0.4,1,177,0,0,0,1,0,50-59,Monrovia,CA
2803,52,22,154,90650,1,5.0,3,0,1,1,1,1,0,50-59,Norwalk,CA
2804,43,18,41,92831,1,0.3,3,0,0,0,0,1,0,40-49,Fullerton,CA
2805,56,32,33,95014,3,1.5,1,0,0,0,0,0,0,50-59,Cupertino,CA
2806,37,12,182,94523,3,5.8,3,0,1,0,0,1,0,30-39,Pleasant Hill,CA
2807,53,27,59,90740,2,0.8,3,0,0,0,0,1,0,50-59,Seal Beach,CA
2808,27,2,129,90009,2,3.3,1,0,0,1,0,0,0,20-29,Los Angeles,CA
2809,53,27,35,94583,3,0.9,3,136,0,0,0,1,0,50-59,San Ramon,CA
2810,42,16,185,94705,3,2.2,2,0,1,1,1,1,1,40-49,Berkeley,CA
2811,58,34,45,93943,4,1.3,2,201,0,0,0,0,0,50-59,Monterey,CA
2812,36,12,62,94065,4,0.1,2,145,0,0,0,0,0,30-39,Redwood City,CA
2813,53,28,183,96008,3,8.2,3,467,1,0,1,1,1,50-59,Bella Vista,CA
2814,48,22,14,94303,2,0.1,3,0,0,0,0,1,0,40-49,Palo Alto,CA
2815,54,28,53,94002,1,2.2,3,0,0,0,0,1,1,50-59,Belmont,CA
2816,26,1,48,94019,3,2.6,3,169,0,0,0,0,0,20-29,Half Moon Bay,CA
2817,50,26,128,92780,2,0.4,1,0,0,0,0,1,0,50-59,Tustin,CA
2818,31,7,105,94025,1,4.0,1,331,0,0,0,1,0,30-39,Menlo Park,CA
2819,35,9,40,93943,3,0.9,1,0,0,0,0,1,1,30-39,Monterey,CA
2820,63,37,10,90095,2,0.4,1,0,0,0,0,1,0,60-69,Los Angeles,CA
2821,29,4,102,90245,2,3.3,1,303,0,0,0,0,0,20-29,El Segundo,CA
2822,57,32,31,94143,3,0.1,2,0,0,0,0,1,0,50-59,San Francisco,CA
2823,30,5,30,90245,4,0.8,1,158,0,0,0,1,0,30-39,El Segundo,CA
2824,33,7,21,90095,1,0.6,3,0,0,1,0,0,0,30-39,Los Angeles,CA
2825,62,36,44,92867,2,0.3,1,0,0,0,0,0,0,60-69,Orange,CA
2826,35,10,48,95060,1,2.5,3,164,0,0,0,1,0,30-39,Santa Cruz,CA
2827,37,11,21,94604,3,0.2,2,0,0,0,0,1,0,30-39,Oakland,CA
2828,37,11,84,90266,4,2.2,2,0,0,0,0,1,1,30-39,Manhattan Beach,CA
2829,35,10,64,94306,3,0.7,2,230,0,0,0,1,0,30-39,Palo Alto,CA
2830,35,9,82,94720,1,2.5,1,138,0,0,0,0,0,30-39,Berkeley,CA
2831,59,35,39,95616,4,1.3,1,0,0,0,0,1,0,50-59,Davis,CA
2832,53,27,45,90405,2,0.8,3,0,0,0,0,1,1,50-59,Santa Monica,CA
2833,45,21,133,92056,4,5.7,3,0,1,0,1,1,1,40-49,Oceanside,CA
2834,46,22,152,90009,2,1.4,1,0,0,0,0,1,0,40-49,Los Angeles,CA
2835,40,16,12,90033,1,1.0,1,91,0,1,0,0,0,40-49,Los Angeles,CA
2836,42,16,32,94112,3,1.5,1,149,0,0,0,1,0,40-49,San Francisco,CA
2837,25,1,74,94085,4,2.6,1,204,0,0,0,0,0,20-29,Sunnyvale,CA
2838,39,14,54,92037,2,1.1,2,159,0,0,0,0,1,30-39,La Jolla,CA
2839,30,6,181,94542,3,4.1,2,0,1,0,1,1,1,30-39,Hayward,CA
2840,58,33,75,90034,2,0.0,3,0,0,0,0,1,0,50-59,Los Angeles,CA
2841,41,15,95,91101,3,0.1,1,240,0,1,0,0,0,40-49,Pasadena,CA
2842,37,11,190,94305,4,7.3,2,565,1,0,1,1,0,30-39,Stanford,CA
2843,36,11,90,94709,1,2.8,1,0,0,0,0,1,0,30-39,Berkeley,CA
2844,27,3,20,95616,4,1.0,1,134,0,0,0,1,1,20-29,Davis,CA
2845,60,34,64,95014,3,2.2,3,0,0,0,0,0,0,60-69,Cupertino,CA
2846,62,36,85,90019,2,1.7,3,98,0,0,0,0,0,60-69,Los Angeles,CA
2847,67,43,105,93711,4,1.7,2,0,0,0,0,1,0,60-69,Fresno,CA
2848,44,18,21,90840,1,0.2,1,0,0,0,0,1,0,40-49,Long Beach,CA
2849,24,2,78,94720,2,1.8,2,0,0,0,0,0,0,20-29,Berkeley,CA
2850,45,21,158,94085,2,6.67,1,132,0,0,0,1,1,40-49,Sunnyvale,CA
2851,58,34,125,94720,1,4.3,1,219,0,0,0,0,0,50-59,Berkeley,CA
2852,61,36,81,95449,3,1.8,2,0,0,0,0,1,0,60-69,Hopland,CA
2853,54,29,183,93105,1,8.1,1,0,0,0,0,1,1,50-59,Santa Barbara,CA
2854,28,3,54,94550,4,0.6,2,0,0,0,0,1,0,20-29,Livermore,CA
2855,49,24,79,94025,4,3.6,3,212,0,0,0,1,0,40-49,Menlo Park,CA
2856,35,11,38,91706,1,1.5,2,136,0,0,0,1,0,30-39,Baldwin Park,CA
2857,36,10,172,94704,4,1.0,2,295,1,0,0,1,0,30-39,Berkeley,CA
2858,34,8,184,93106,3,7.5,1,0,1,0,0,0,0,30-39,Santa Barbara,CA
2859,36,11,158,95054,2,7.8,1,114,0,0,0,1,1,30-39,Santa Clara,CA
2860,35,11,188,94596,1,0.9,3,282,1,0,0,1,0,30-39,Walnut Creek,CA
2861,27,2,20,95064,4,0.5,3,0,0,0,0,1,0,20-29,Santa Cruz,CA
2862,42,18,60,92677,4,0.2,3,151,0,0,0,0,1,40-49,Laguna Niguel,CA
2863,65,39,113,92096,4,2.4,3,0,0,0,0,1,0,60-69,San Marcos,CA
2864,29,5,70,93101,4,0.0,1,0,0,0,0,1,1,20-29,Santa Barbara,CA
2865,65,41,84,95762,2,0.0,3,0,0,0,0,1,1,60-69,El Dorado Hills,CA
2866,59,33,23,94002,2,0.2,3,0,0,0,0,1,0,50-59,Belmont,CA
2867,46,22,141,90089,2,3.3,1,0,0,1,1,1,1,40-49,Los Angeles,CA
2868,59,33,110,90007,3,4.4,1,264,0,0,0,1,0,50-59,Los Angeles,CA
2869,52,26,31,94923,4,1.8,1,0,0,0,0,1,1,50-59,Bodega Bay,CA
2870,60,35,22,92660,1,1.3,1,80,0,0,0,0,0,60-69,Newport Beach,CA
2871,43,17,91,95134,1,5.2,1,0,0,1,0,0,0,40-49,San Jose,CA
2872,65,39,82,94131,4,2.4,3,252,0,0,0,1,0,60-69,San Francisco,CA
2873,50,26,23,92630,1,0.3,1,0,0,0,0,0,0,50-59,Lake Forest,CA
2874,48,23,35,93943,1,0.1,1,0,0,1,0,1,0,40-49,Monterey,CA
2875,49,25,114,91380,1,2.5,3,0,1,0,0,1,0,40-49,Santa Clarita,CA
2876,58,33,18,94402,3,0.1,2,0,0,0,0,1,1,50-59,San Mateo,CA
2877,24,2,80,91107,2,1.6,3,238,0,0,0,0,0,20-29,Pasadena,CA
2878,58,32,74,95817,2,2.3,3,0,0,0,0,0,1,50-59,Sacramento,CA
2879,45,19,122,94590,4,4.1,2,0,1,0,0,1,0,40-49,Vallejo,CA
2880,42,15,73,94545,3,2.33,2,0,0,0,0,0,0,40-49,Hayward,CA
2881,64,40,40,96064,2,1.1,1,0,0,0,0,1,0,60-69,Montague,CA
2882,49,25,55,92103,4,0.1,3,0,0,0,0,1,0,40-49,San Diego,CA
2883,55,31,69,90089,1,2.7,2,0,0,1,0,0,1,50-59,Los Angeles,CA
2884,40,14,92,90024,4,1.4,2,0,0,0,0,1,0,40-49,Los Angeles,CA
2885,28,2,48,93943,4,2.1,3,0,0,0,0,1,1,20-29,Monterey,CA
2886,57,31,113,91711,4,0.6,3,327,1,0,0,1,0,50-59,Claremont,CA
2887,50,25,58,93940,1,1.3,2,0,0,0,0,1,0,50-59,Monterey,CA
2888,40,16,109,94025,2,2.2,1,0,0,0,0,1,0,40-49,Menlo Park,CA
2889,55,28,39,94542,3,1.0,2,0,0,0,0,1,1,50-59,Hayward,CA
2890,53,29,33,94591,3,1.9,2,144,0,0,0,0,0,50-59,Vallejo,CA
2891,48,24,18,94304,4,0.2,1,0,0,0,0,1,1,40-49,Palo Alto,CA
2892,59,33,63,90044,1,1.6,1,0,0,0,0,1,1,50-59,Los Angeles,CA
2893,58,32,43,92093,1,2.8,2,0,0,0,0,1,0,50-59,La Jolla,CA
2894,38,14,70,94022,4,2.0,3,0,0,0,0,1,0,30-39,Los Altos,CA
2895,49,25,19,94545,1,0.9,3,0,0,0,0,0,0,40-49,Hayward,CA
2896,60,36,39,94501,4,1.3,2,140,0,0,0,1,0,60-69,Alameda,CA
2897,54,28,81,94720,3,0.8,1,0,0,0,0,0,0,50-59,Berkeley,CA
2898,28,2,34,92161,4,1.3,3,0,0,0,0,0,0,20-29,San Diego,CA
2899,27,1,140,91711,1,5.9,2,175,1,1,1,1,0,20-29,Claremont,CA
2900,42,18,114,94305,1,0.3,1,0,0,0,0,0,0,40-49,Stanford,CA
2901,52,28,55,91320,2,3.2,3,151,0,0,0,0,0,50-59,Newbury Park,CA
2902,54,30,21,95351,1,0.1,2,76,0,0,0,1,0,50-59,Modesto,CA
2903,56,30,50,94022,4,2.8,2,0,0,1,0,1,0,50-59,Los Altos,CA
2904,58,34,41,95833,3,1.5,1,0,0,0,0,1,1,50-59,Sacramento,CA
2905,56,32,190,90032,3,2.2,1,0,1,0,1,1,0,50-59,Los Angeles,CA
2906,64,40,8,94110,2,0.3,3,0,0,0,0,1,0,60-69,San Francisco,CA
2907,35,8,55,92870,2,1.67,2,0,0,0,0,1,0,30-39,Placentia,CA
2908,45,20,40,91763,2,1.3,1,0,0,0,0,0,1,40-49,Montclair,CA
2909,57,32,22,95616,3,0.1,2,0,0,0,0,1,0,50-59,Davis,CA
2910,35,8,44,94590,2,1.67,2,0,0,1,0,0,1,30-39,Vallejo,CA
2911,46,22,102,95039,3,4.5,3,0,1,0,0,1,0,40-49,Moss Landing,CA
2912,30,4,54,93033,4,1.8,3,235,0,0,0,1,0,30-39,Oxnard,CA
2913,44,20,130,90291,4,3.2,2,0,1,0,0,0,0,40-49,Venice,CA
2914,39,12,75,94501,3,2.33,2,0,0,0,0,1,1,30-39,Alameda,CA
2915,42,18,42,95929,2,1.7,1,0,0,0,0,1,0,40-49,Chico,CA
2916,34,9,133,92110,1,3.8,1,0,0,0,0,1,0,30-39,San Diego,CA
2917,46,20,40,92037,1,1.2,2,0,0,0,0,1,0,40-49,La Jolla,CA
2918,55,31,34,94305,3,1.5,1,101,0,0,0,1,0,50-59,Stanford,CA
2919,28,3,142,93727,1,0.8,1,0,0,0,0,1,0,20-29,Fresno,CA
2920,35,10,64,94542,3,2.3,1,0,0,0,1,1,1,30-39,Hayward,CA
2921,60,35,44,94720,2,1.6,3,170,0,0,0,1,0,60-69,Berkeley,CA
2922,50,24,95,91401,1,0.3,1,262,0,0,0,1,0,50-59,Van Nuys,CA
2923,52,26,49,90011,1,1.4,3,0,0,0,0,1,0,50-59,Los Angeles,CA
2924,51,27,12,91007,2,0.2,1,0,0,0,0,0,0,50-59,Arcadia,CA
2925,51,26,98,90024,1,1.3,3,0,0,0,0,1,1,50-59,Los Angeles,CA
2926,59,35,42,91711,4,0.4,1,0,0,0,0,1,0,50-59,Claremont,CA
2927,53,28,44,92152,2,0.6,3,0,0,0,0,1,1,50-59,San Diego,CA
2928,43,17,124,94117,1,5.2,1,0,0,0,0,0,0,40-49,San Francisco,CA
2929,31,6,175,95005,2,6.7,1,0,0,0,0,1,0,30-39,Ben Lomond,CA
2930,32,6,22,94061,4,0.3,1,0,0,0,0,0,0,30-39,Redwood City,CA
2931,41,17,78,95929,4,2.67,1,99,0,0,0,1,0,40-49,Chico,CA
2932,31,4,54,91741,2,1.0,2,109,0,0,0,0,1,30-39,Glendora,CA
2933,41,16,154,92407,1,7.0,1,0,0,0,0,0,1,40-49,San Bernardino,CA
2934,47,22,42,95820,3,2.7,2,0,0,0,0,1,0,40-49,Sacramento,CA
2935,37,13,195,91763,2,6.5,1,635,0,0,0,1,0,30-39,Montclair,CA
2936,53,23,80,93023,1,3.0,3,0,0,0,0,1,1,50-59,Ojai,CA
2937,49,22,81,94301,3,2.0,2,0,0,0,0,1,0,40-49,Palo Alto,CA
2938,62,36,89,94022,2,2.0,1,0,0,0,0,1,1,60-69,Los Altos,CA
2939,33,9,61,93943,3,2.6,2,0,0,0,0,1,0,30-39,Monterey,CA
2940,54,24,25,90016,4,0.4,3,0,0,0,0,0,1,50-59,Los Angeles,CA
2941,27,3,43,90245,3,0.1,2,163,0,0,0,1,0,20-29,El Segundo,CA
2942,60,35,122,92606,1,2.6,1,352,0,0,0,0,0,60-69,Irvine,CA
2943,29,5,160,90405,1,4.3,1,385,0,0,0,1,0,20-29,Santa Monica,CA
2944,56,32,83,91320,4,1.6,2,0,0,0,0,0,0,50-59,Newbury Park,CA
2945,55,30,79,92182,2,0.0,3,0,0,0,0,0,0,50-59,San Diego,CA
2946,45,19,30,94305,3,0.5,2,0,0,0,0,1,1,40-49,Stanford,CA
2947,33,9,145,94110,1,4.3,1,437,0,0,0,1,0,30-39,San Francisco,CA
2948,45,21,151,90024,2,3.3,1,328,0,0,0,0,0,40-49,Los Angeles,CA
2949,44,18,14,94720,2,0.1,3,98,0,0,0,0,1,40-49,Berkeley,CA
2950,37,11,19,95054,3,0.2,2,0,0,0,0,1,0,30-39,Santa Clara,CA
2951,42,16,55,95820,1,0.7,3,135,0,0,0,1,0,40-49,Sacramento,CA
2952,26,2,132,94720,2,2.4,3,0,1,0,0,0,1,20-29,Berkeley,CA
2953,33,8,182,94065,1,8.6,1,0,0,0,0,0,0,30-39,Redwood City,CA
2954,61,36,78,91330,3,0.5,1,0,0,0,0,1,1,60-69,Northridge,CA
2955,31,7,42,95822,1,2.4,2,0,0,0,0,1,1,30-39,Sacramento,CA
2956,54,29,44,95518,2,2.3,3,187,0,0,0,1,0,50-59,Arcata,CA
2957,62,38,195,91125,4,5.2,3,522,1,0,1,1,1,60-69,Pasadena,CA
2958,61,36,53,92717,3,0.5,2,0,0,0,0,1,0,60-69,Unknown City,Unknown State
2959,66,41,65,92612,3,2.4,1,0,0,0,0,0,0,60-69,Irvine,CA
2960,38,12,43,94305,4,0.2,1,0,0,0,0,0,0,30-39,Stanford,CA
2961,55,29,38,90035,4,1.5,3,0,0,0,0,0,1,50-59,Los Angeles,CA
2962,60,36,50,95741,1,1.8,3,0,0,0,0,1,0,60-69,Rancho Cordova,CA
2963,23,2,81,91711,2,1.8,2,0,0,0,0,0,0,20-29,Claremont,CA
2964,29,3,41,94588,1,1.9,3,0,0,0,0,1,1,20-29,Pleasanton,CA
2965,35,10,73,93943,3,2.3,1,0,0,0,0,1,0,30-39,Monterey,CA
2966,53,27,31,91605,2,0.4,3,104,0,0,0,0,1,50-59,North Hollywood,CA
2967,32,7,84,91320,3,0.6,2,0,0,0,0,1,1,30-39,Newbury Park,CA
2968,38,14,95,94109,2,1.9,1,0,0,0,0,1,1,30-39,San Francisco,CA
2969,44,18,162,90840,4,1.3,1,301,1,0,0,0,0,40-49,Long Beach,CA
2970,43,18,60,95039,2,2.2,3,115,0,0,0,0,0,40-49,Moss Landing,CA
2971,54,30,121,95039,2,1.1,3,0,1,1,0,0,0,50-59,Moss Landing,CA
2972,52,25,43,91380,3,1.0,2,165,0,0,1,1,1,50-59,Santa Clarita,CA
2973,31,7,38,92182,1,1.8,2,182,0,0,1,1,1,30-39,San Diego,CA
2974,47,22,82,92084,1,2.9,1,276,0,0,0,1,0,40-49,Vista,CA
2975,42,18,52,95008,4,1.9,1,0,0,0,0,1,0,40-49,Campbell,CA
2976,57,33,43,91016,3,1.5,1,168,0,0,0,0,1,50-59,Monrovia,CA
2977,33,8,82,95747,1,2.6,2,0,0,1,1,1,1,30-39,Roseville,CA
2978,35,10,161,94109,1,4.1,1,0,0,1,0,1,0,30-39,San Francisco,CA
2979,56,30,24,94550,2,0.7,2,0,0,0,0,1,0,50-59,Livermore,CA
2980,57,32,102,90210,1,2.6,1,0,0,0,0,1,0,50-59,Beverly Hills,CA
2981,25,2,53,94305,3,2.4,2,0,0,0,0,0,0,20-29,Stanford,CA
2982,53,28,85,92037,1,1.2,1,0,0,0,0,0,0,50-59,La Jolla,CA
2983,59,33,111,95120,3,4.4,1,0,0,0,0,1,0,50-59,San Jose,CA
2984,56,32,90,95054,2,0.3,1,0,0,0,0,1,1,50-59,Santa Clara,CA
2985,54,28,94,92709,2,1.1,1,188,0,0,0,0,0,50-59,Irvine,CA
2986,48,23,63,94606,4,3.6,3,0,0,0,0,0,0,40-49,Oakland,CA
2987,55,30,153,94305,2,2.8,2,0,1,1,1,1,0,50-59,Stanford,CA
2988,33,7,39,92037,2,2.0,3,0,0,0,0,0,0,30-39,La Jolla,CA
2989,46,21,205,95762,2,8.8,1,181,0,1,0,1,0,40-49,El Dorado Hills,CA
2990,42,18,142,93106,1,3.4,1,496,0,0,0,1,0,40-49,Santa Barbara,CA
2991,49,25,163,94608,2,0.4,1,0,0,1,0,0,0,40-49,Emeryville,CA
2992,42,17,113,93014,3,1.0,1,0,0,1,0,1,0,40-49,Carpinteria,CA
2993,46,21,64,92104,1,2.9,1,0,0,0,0,1,1,40-49,San Diego,CA
2994,65,40,20,92647,3,0.1,3,0,0,0,0,0,1,60-69,Huntington Beach,CA
2995,50,24,179,94025,1,1.0,1,0,0,0,0,1,0,50-59,Menlo Park,CA
2996,54,24,91,91101,2,4.5,3,90,0,0,0,1,0,50-59,Pasadena,CA
2997,42,18,103,91367,1,3.33,1,0,1,1,1,1,1,40-49,Woodland Hills,CA
2998,57,33,80,95053,4,1.6,2,0,0,0,0,0,0,50-59,Santa Clara,CA
2999,61,35,38,93106,2,0.3,1,0,0,0,0,0,0,60-69,Santa Barbara,CA
3000,60,34,44,94143,1,0.2,1,0,0,0,0,0,1,60-69,San Francisco,CA
3001,40,14,164,94720,1,4.3,2,0,1,0,0,0,0,40-49,Berkeley,CA
3002,33,7,81,92647,3,1.6,1,0,0,0,0,1,1,30-39,Huntington Beach,CA
3003,37,13,95,90095,2,1.7,2,83,0,0,0,0,0,30-39,Los Angeles,CA
3004,52,28,44,90747,3,1.9,2,0,0,0,0,0,1,50-59,Carson,CA
3005,33,7,88,94583,3,1.6,1,0,0,0,0,1,1,30-39,San Ramon,CA
3006,62,36,148,94111,3,7.0,2,0,1,0,0,1,0,60-69,San Francisco,CA
3007,62,37,169,95014,3,5.0,2,184,1,0,1,1,1,60-69,Cupertino,CA
3008,63,37,11,91711,1,0.8,2,102,0,0,0,0,1,60-69,Claremont,CA
3009,55,25,92,94550,1,3.0,3,158,0,0,0,0,1,50-59,Livermore,CA
3010,33,9,74,92120,3,2.6,2,0,0,0,0,1,0,30-39,San Diego,CA
3011,25,1,72,94301,3,0.8,1,0,0,0,0,1,0,20-29,Palo Alto,CA
3012,55,31,63,95616,3,2.67,1,0,0,0,0,1,0,50-59,Davis,CA
3013,29,3,172,92373,2,4.5,1,415,0,0,0,1,0,20-29,Redlands,CA
3014,45,21,183,90029,2,1.4,1,0,0,0,0,1,1,40-49,Los Angeles,CA
3015,60,34,40,91311,1,2.5,3,166,0,0,0,1,0,60-69,Chatsworth,CA
3016,44,18,68,92673,4,2.9,1,0,0,1,0,0,1,40-49,San Clemente,CA
3017,48,23,78,91423,4,3.6,3,0,0,0,0,1,0,40-49,Sherman Oaks,CA
3018,57,32,68,90041,2,3.7,1,184,0,0,0,0,0,50-59,Los Angeles,CA
3019,58,32,49,94005,1,1.4,1,99,0,0,0,1,1,50-59,Brisbane,CA
3020,58,33,39,94132,2,2.3,3,0,0,0,0,1,0,50-59,San Francisco,CA
3021,44,20,151,95193,1,3.5,1,392,0,0,0,1,0,40-49,San Jose,CA
3022,54,28,159,90245,2,0.5,1,461,0,0,0,1,0,50-59,El Segundo,CA
3023,59,33,89,94608,4,1.9,2,0,0,0,0,1,1,50-59,Emeryville,CA
3024,63,37,105,92694,4,1.7,3,244,0,0,0,0,1,60-69,Ladera Ranch,CA
3025,61,35,78,90840,2,2.0,1,0,0,0,0,1,1,60-69,Long Beach,CA
3026,58,32,128,94609,2,2.7,1,344,0,0,0,0,0,50-59,Oakland,CA
3027,44,20,81,90254,4,0.8,1,228,0,0,0,0,1,40-49,Hermosa Beach,CA
3028,53,29,50,93305,4,0.1,3,152,0,0,0,1,0,50-59,Bakersfield,CA
3029,63,39,38,92624,3,0.1,3,178,0,0,0,1,1,60-69,Capistrano Beach,CA
3030,41,17,119,94960,2,6.1,1,263,0,1,0,1,0,40-49,San Anselmo,CA
3031,50,26,110,94509,3,1.8,2,0,0,0,0,1,0,50-59,Antioch,CA
3032,51,25,29,90212,1,1.4,3,102,0,0,0,0,1,50-59,Beverly Hills,CA
3033,47,22,19,94590,1,0.4,3,0,0,0,0,1,0,40-49,Vallejo,CA
3034,43,19,130,90630,2,4.7,3,221,1,0,0,0,1,40-49,Cypress,CA
3035,46,21,38,90024,1,2.4,1,130,0,0,0,1,0,40-49,Los Angeles,CA
3036,50,24,31,95054,1,0.3,3,0,0,0,0,0,0,50-59,Santa Clara,CA
3037,33,9,14,91320,4,0.7,2,105,0,0,0,1,0,30-39,Newbury Park,CA
3038,27,2,158,95060,3,0.4,2,0,1,0,1,1,0,20-29,Santa Cruz,CA
3039,34,8,39,92124,4,0.2,1,115,0,0,0,1,0,30-39,San Diego,CA
3040,34,9,141,95616,2,4.9,3,0,1,0,0,0,1,30-39,Davis,CA
3041,28,2,33,95814,3,1.0,1,167,0,0,0,1,0,20-29,Sacramento,CA
3042,29,5,92,95006,2,0.6,1,0,0,0,0,1,0,20-29,Boulder Creek,CA
